Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
3,B4 SH,LUKE G U,2753.0,79.04,0.539,3.0,14.5,3.6,1,0.087
3,B4 SH,LUKE G U,2753.5,79.86,0.5579999999999999,3.2,17.8,3.4,1,0.043
3,B4 SH,LUKE G U,2754.0,79.11,0.61,7.0,17.7,3.2,1,0.01
6,B4 LM,LUKE G U,2754.5,79.11,0.61,7.0,17.7,3.2,2,1.0
8,B4 LM,LUKE G U,2755.0,73.93,0.6890000000000001,7.0,14.1,3.2,2,0.857
8,B4 LM,LUKE G U,2755.5,56.13,0.698,5.6,9.2,3.5,2,0.7140000000000001
8,B4 LM,LUKE G U,2756.0,30.61,0.698,4.2,6.4,4.1,2,0.5710000000000001
8,B4 LM,LUKE G U,2756.5,18.45,0.68,3.2,5.3,4.7,2,0.429
8,B4 LM,LUKE G U,2757.0,19.36,0.562,3.7,5.55,5.0,2,0.14300000000000002
3,B5 SH,LUKE G U,2757.5,26.23,0.465,1.3,7.95,4.8,1,1.0
3,B5 SH,LUKE G U,2758.0,31.45,0.42700000000000005,-1.1,13.65,4.5,1,0.917
3,B5 SH,LUKE G U,2758.5,39.85,0.371,-0.9,19.55,3.8,1,0.833
3,B5 SH,LUKE G U,2759.0,55.71,0.36200000000000004,-0.7,28.15,2.9,1,0.75
3,B5 SH,LUKE G U,2759.5,65.46,0.34299999999999997,-1.4,26.8,2.6,1,0.667
3,B5 SH,LUKE G U,2760.0,68.77,0.34299999999999997,-2.9,24.15,2.7,1,0.583
3,B5 SH,LUKE G U,2760.5,73.83,0.34299999999999997,1.1,20.65,2.9,1,0.5
3,B5 SH,LUKE G U,2761.0,76.77,0.409,-1.1,21.85,3.1,1,0.41700000000000004
3,B5 SH,LUKE G U,2761.5,77.06,0.455,-2.4,22.9,3.0,1,0.33299999999999996
3,B5 SH,LUKE G U,2762.0,75.99,0.493,-3.3,23.45,2.9,1,0.25
3,B5 SH,LUKE G U,2762.5,70.48,0.53,-4.2,23.9,2.8,1,0.16699999999999998
3,B5 SH,LUKE G U,2763.0,64.69,0.5670000000000001,-5.8,24.6,2.7,1,0.083
8,B5 LM,LUKE G U,2763.5,53.18,0.623,-4.6,22.6,2.6,2,1.0
8,B5 LM,LUKE G U,2764.0,27.76,0.68,5.0,10.9,3.3,2,0.9440000000000001
8,B5 LM,LUKE G U,2764.5,24.0,0.6509999999999999,6.8,9.4,3.8,2,0.917
8,B5 LM,LUKE G U,2765.0,20.94,0.623,6.5,9.55,4.2,2,0.889
8,B5 LM,LUKE G U,2765.5,20.62,0.586,5.8,10.4,4.3,2,0.861
8,B5 LM,LUKE G U,2766.0,19.31,0.502,5.1,12.05,4.4,2,0.833
8,B5 LM,LUKE G U,2766.5,18.91,0.409,4.8,13.5,4.5,2,0.8059999999999999
8,B5 LM,LUKE G U,2767.0,17.04,0.36200000000000004,4.1,14.95,4.5,2,0.778
8,B5 LM,LUKE G U,2767.5,15.6,0.29600000000000004,4.1,16.15,4.5,2,0.75
7,B5 LM,LUKE G U,2768.0,14.28,0.259,3.5,16.85,4.5,2,0.722
7,B5 LM,LUKE G U,2768.5,13.53,0.226,2.5,15.95,4.5,2,0.6940000000000001
7,B5 LM,LUKE G U,2769.0,17.33,0.203,3.6,14.3,4.5,2,0.667
7,B5 LM,LUKE G U,2769.5,22.0,0.19399999999999998,5.7,13.15,4.4,2,0.639
7,B5 LM,LUKE G U,2770.0,27.28,0.19399999999999998,7.6,12.8,4.2,2,0.611
7,B5 LM,LUKE G U,2770.5,34.55,0.19399999999999998,11.0,15.3,3.9,2,0.583
7,B5 LM,LUKE G U,2771.0,35.39,0.203,11.5,17.75,3.7,2,0.556
7,B5 LM,LUKE G U,2771.5,35.46,0.212,10.4,18.5,3.6,2,0.528
7,B5 LM,LUKE G U,2772.0,37.16,0.231,8.9,17.65,3.5,2,0.5
7,B5 LM,LUKE G U,2772.5,42.1,0.259,6.4,14.5,3.5,2,0.47200000000000003
7,B5 LM,LUKE G U,2773.0,59.72,0.29600000000000004,7.3,13.45,3.6,2,0.444
7,B5 LM,LUKE G U,2773.5,83.87,0.35200000000000004,7.3,12.55,3.8,2,0.41700000000000004
7,B5 LM,LUKE G U,2774.0,61.49,0.36200000000000004,6.0,11.4,4.1,2,0.389
7,B5 LM,LUKE G U,2774.5,29.36,0.38,6.3,10.55,4.2,2,0.361
7,B5 LM,LUKE G U,2775.0,32.62,0.39899999999999997,5.8,9.8,4.4,2,0.33299999999999996
7,B5 LM,LUKE G U,2775.5,33.41,0.418,5.7,9.75,4.5,2,0.306
7,B5 LM,LUKE G U,2776.0,37.19,0.436,4.2,10.8,4.6,2,0.278
7,B5 LM,LUKE G U,2776.5,39.56,0.452,4.2,12.3,4.7,2,0.25
7,B5 LM,LUKE G U,2777.0,44.16,0.494,2.6,13.3,4.7,2,0.222
7,B5 LM,LUKE G U,2777.5,56.62,0.531,0.5,13.85,4.7,2,0.19399999999999998
6,B5 LM,LUKE G U,2778.0,68.42,0.5670000000000001,-0.4,13.2,4.5,2,0.16699999999999998
6,B5 LM,LUKE G U,2778.5,87.91,0.586,0.4,10.5,4.4,2,0.139
6,B5 LM,LUKE G U,2779.0,90.81,0.633,1.9,7.55,4.5,2,0.111
6,B5 LM,LUKE G U,2779.5,88.5,0.6509999999999999,2.0,5.6,4.7,2,0.083
6,B5 LM,LUKE G U,2780.0,92.21,0.6609999999999999,1.8,4.3,4.8,2,0.055999999999999994
6,B5 LM,LUKE G U,2780.5,89.56,0.6609999999999999,2.0,4.2,4.7,2,0.027999999999999997
6,B5 LM,LUKE G U,2781.0,78.51,0.642,1.5,5.05,4.5,2,0.01
3,C SH,LUKE G U,2781.5,78.51,0.642,1.5,5.05,4.5,1,1.0
3,C SH,LUKE G U,2782.0,80.19,0.614,1.2,9.4,4.2,1,0.982
3,C SH,LUKE G U,2782.5,85.11,0.5670000000000001,0.2,13.0,3.9,1,0.965
3,C SH,LUKE G U,2783.0,86.97,0.5489999999999999,0.7,16.65,3.4,1,0.9470000000000001
3,C SH,LUKE G U,2783.5,84.85,0.5489999999999999,2.9,18.35,3.2,1,0.93
3,C SH,LUKE G U,2784.0,80.37,0.5489999999999999,5.2,19.5,3.1,1,0.912
3,C SH,LUKE G U,2784.5,74.4,0.5579999999999999,8.4,20.7,3.0,1,0.895
3,C SH,LUKE G U,2785.0,74.77,0.5579999999999999,9.2,20.3,3.0,1,0.877
3,C SH,LUKE G U,2785.5,75.13,0.5489999999999999,8.6,18.9,3.1,1,0.86
3,C SH,LUKE G U,2786.0,74.23,0.5489999999999999,8.9,17.95,3.2,1,0.8420000000000001
3,C SH,LUKE G U,2786.5,73.64,0.539,10.0,16.7,3.2,1,0.825
3,C SH,LUKE G U,2787.0,74.34,0.5329999999999999,10.0,16.9,3.3,1,0.807
3,C SH,LUKE G U,2787.5,74.26,0.53,8.9,17.65,3.3,1,0.789
3,C SH,LUKE G U,2788.0,73.78,0.53,6.7,18.75,3.2,1,0.772
3,C SH,LUKE G U,2788.5,73.38,0.53,5.7,18.45,3.2,1,0.754
3,C SH,LUKE G U,2789.0,72.69,0.53,5.0,18.1,3.1,1,0.737
3,C SH,LUKE G U,2789.5,73.82,0.521,5.8,16.3,3.1,1,0.7190000000000001
3,C SH,LUKE G U,2790.0,77.1,0.493,7.6,15.5,3.2,1,0.7020000000000001
3,C SH,LUKE G U,2790.5,78.49,0.483,13.0,13.3,3.2,1,0.684
3,C SH,LUKE G U,2791.0,78.59,0.465,14.3,14.25,3.3,1,0.667
3,C SH,LUKE G U,2791.5,78.57,0.455,13.4,14.5,3.3,1,0.649
3,C SH,LUKE G U,2792.0,76.44,0.436,13.1,14.45,3.4,1,0.632
3,C SH,LUKE G U,2792.5,74.66,0.42700000000000005,10.5,13.25,3.4,1,0.614
3,C SH,LUKE G U,2793.0,74.76,0.418,10.1,13.45,3.4,1,0.596
3,C SH,LUKE G U,2793.5,75.86,0.409,9.9,15.35,3.4,1,0.579
3,C SH,LUKE G U,2794.0,77.96,0.409,7.7,17.05,3.4,1,0.561
3,C SH,LUKE G U,2794.5,78.82,0.418,7.3,20.75,3.3,1,0.544
2,C SH,LUKE G U,2795.0,79.34,0.446,4.9,22.25,3.2,1,0.526
2,C SH,LUKE G U,2795.5,79.17,0.455,2.8,23.2,3.1,1,0.509
2,C SH,LUKE G U,2796.0,76.21,0.483,1.3,22.65,3.0,1,0.491
2,C SH,LUKE G U,2796.5,73.41,0.511,4.1,18.85,3.0,1,0.474
2,C SH,LUKE G U,2797.0,70.99,0.53,9.7,15.35,3.1,1,0.456
2,C SH,LUKE G U,2797.5,72.14,0.5489999999999999,13.9,13.05,3.4,1,0.439
2,C SH,LUKE G U,2798.0,70.4,0.614,12.3,13.25,3.6,1,0.386
2,C SH,LUKE G U,2798.5,67.2,0.633,11.9,13.05,3.7,1,0.368
2,C SH,LUKE G U,2799.0,67.15,0.642,11.7,12.65,3.7,1,0.35100000000000003
2,C SH,LUKE G U,2799.5,66.51,0.6509999999999999,11.3,12.25,3.7,1,0.33299999999999996
2,C SH,LUKE G U,2800.0,66.45,0.6509999999999999,10.8,11.9,3.7,1,0.316
2,C SH,LUKE G U,2800.5,67.8,0.6509999999999999,10.5,11.85,3.7,1,0.298
3,C SH,LUKE G U,2801.0,69.34,0.6509999999999999,10.1,12.05,3.7,1,0.281
3,C SH,LUKE G U,2801.5,72.24,0.633,10.1,12.25,3.7,1,0.263
3,C SH,LUKE G U,2802.0,75.96,0.614,8.8,14.7,3.7,1,0.24600000000000002
3,C SH,LUKE G U,2802.5,79.36,0.586,7.7,18.45,3.7,1,0.228
3,C SH,LUKE G U,2803.0,81.47,0.5670000000000001,0.4,24.1,3.5,1,0.21100000000000002
3,C SH,LUKE G U,2803.5,78.28,0.5489999999999999,1.9,23.15,3.3,1,0.193
3,C SH,LUKE G U,2804.0,75.1,0.53,3.0,20.4,3.0,1,0.175
3,C SH,LUKE G U,2804.5,75.6,0.511,5.7,18.55,2.9,1,0.158
3,C SH,LUKE G U,2805.0,77.08,0.521,9.5,16.25,3.1,1,0.14
3,C SH,LUKE G U,2805.5,78.66,0.521,9.8,15.9,3.3,1,0.12300000000000001
3,C SH,LUKE G U,2806.0,79.17,0.521,9.5,15.55,3.3,1,0.105
3,C SH,LUKE G U,2806.5,79.34,0.53,8.1,15.35,3.1,1,0.08800000000000001
3,C SH,LUKE G U,2807.0,80.0,0.5379999999999999,1.6,19.0,2.7,1,0.07
3,C SH,LUKE G U,2807.5,79.37,0.562,-7.0,25.6,1.8,1,0.053
3,C SH,LUKE G U,2808.0,77.67,0.584,0.7,26.45,1.0,1,0.035
3,C SH,LUKE G U,2808.5,75.52,0.606,3.9,25.05,0.2,1,0.018000000000000002
8,C LM,LUKE G U,2810.5,21.76,0.997,11.1,0.55,3.4,2,0.956
6,C LM,LUKE G U,2811.0,18.63,1.063,5.1,3.55,4.6,2,0.941
6,C LM,LUKE G U,2811.5,22.29,1.109,2.9,5.15,4.6,2,0.9259999999999999
6,C LM,LUKE G U,2812.0,26.95,1.137,3.4,5.5,4.5,2,0.912
6,C LM,LUKE G U,2812.5,32.25,1.137,3.6,5.6,4.3,2,0.897
6,C LM,LUKE G U,2813.0,33.61,1.137,3.1,5.15,4.3,2,0.882
6,C LM,LUKE G U,2813.5,35.08,1.109,2.8,4.7,4.5,2,0.868
6,C LM,LUKE G U,2814.0,33.38,1.072,2.6,4.5,4.6,2,0.853
6,C LM,LUKE G U,2814.5,30.61,1.016,2.0,4.6,4.6,2,0.838
6,C LM,LUKE G U,2815.0,29.09,0.9790000000000001,1.2,5.0,4.6,2,0.8240000000000001
5,C LM,LUKE G U,2815.5,29.88,0.941,2.2,5.4,4.5,2,0.809
5,C LM,LUKE G U,2816.0,34.23,0.932,4.3,5.15,4.3,2,0.794
6,C LM,LUKE G U,2816.5,39.19,0.932,7.0,6.1,4.3,2,0.779
6,C LM,LUKE G U,2817.0,43.79,0.932,9.1,6.55,4.3,2,0.765
6,C LM,LUKE G U,2817.5,51.07,0.932,8.4,6.9,4.2,2,0.75
6,C LM,LUKE G U,2818.0,49.55,0.955,5.7,5.75,4.2,2,0.735
6,C LM,LUKE G U,2818.5,42.49,0.9790000000000001,3.5,4.85,4.3,2,0.721
6,C LM,LUKE G U,2819.0,48.45,1.0070000000000001,3.5,5.05,4.4,2,0.706
6,C LM,LUKE G U,2819.5,54.59,1.044,3.9,5.45,4.4,2,0.691
6,C LM,LUKE G U,2820.0,56.75,1.053,3.5,5.45,4.5,2,0.6759999999999999
6,C LM,LUKE G U,2820.5,48.11,1.044,2.8,5.5,4.7,2,0.662
6,C LM,LUKE G U,2821.0,41.37,1.016,2.3,5.65,4.7,2,0.647
6,C LM,LUKE G U,2821.5,40.62,0.997,1.8,6.0,4.8,2,0.632
6,C LM,LUKE G U,2822.0,43.16,0.988,1.7,6.35,4.8,2,0.618
6,C LM,LUKE G U,2822.5,46.73,0.9690000000000001,2.6,7.1,4.7,2,0.603
6,C LM,LUKE G U,2823.0,51.04,0.96,3.7,8.15,4.5,2,0.588
6,C LM,LUKE G U,2823.5,54.56,0.9790000000000001,3.6,8.2,4.2,2,0.574
6,C LM,LUKE G U,2824.0,53.58,1.0070000000000001,3.4,7.8,3.9,2,0.5589999999999999
6,C LM,LUKE G U,2824.5,50.0,1.081,2.5,6.75,3.8,2,0.544
6,C LM,LUKE G U,2825.0,46.51,1.1,0.7,5.35,3.8,2,0.529
6,C LM,LUKE G U,2825.5,41.43,1.109,0.6,5.3,3.9,2,0.515
6,C LM,LUKE G U,2826.0,40.19,1.081,0.6,5.4,3.9,2,0.5
6,C LM,LUKE G U,2826.5,42.42,1.025,1.0,5.6,3.8,2,0.485
6,C LM,LUKE G U,2827.0,61.67,1.025,3.7,7.05,3.9,2,0.47100000000000003
6,C LM,LUKE G U,2827.5,87.35,1.054,4.9,7.65,3.9,2,0.456
6,C LM,LUKE G U,2828.0,105.98,1.072,6.3,8.35,4.0,2,0.441
4,C LM,LUKE G U,2828.5,130.0,1.063,6.4,8.3,4.3,2,0.426
4,C LM,LUKE G U,2829.0,165.0,1.044,0.8,5.2,4.4,2,0.41200000000000003
4,C LM,LUKE G U,2829.5,120.0,1.0070000000000001,1.1,4.95,4.5,2,0.397
6,C LM,LUKE G U,2830.0,105.14,0.988,1.7,4.95,4.6,2,0.382
6,C LM,LUKE G U,2830.5,100.12,0.96,3.0,5.3,4.6,2,0.368
6,C LM,LUKE G U,2831.0,123.09,0.9129999999999999,5.1,6.65,4.6,2,0.353
4,C LM,LUKE G U,2831.5,165.0,0.8759999999999999,5.9,8.45,4.4,2,0.33799999999999997
4,C LM,LUKE G U,2832.0,172.0,0.857,9.0,10.8,4.4,2,0.324
4,C LM,LUKE G U,2832.5,145.0,0.857,8.8,11.3,4.3,2,0.309
6,C LM,LUKE G U,2833.0,105.0,0.988,7.7,11.85,4.3,2,0.294
6,C LM,LUKE G U,2833.5,85.77,0.997,8.5,11.15,4.3,2,0.27899999999999997
6,C LM,LUKE G U,2834.0,58.49,0.988,1.2,5.6,4.5,2,0.265
6,C LM,LUKE G U,2834.5,47.01,0.9690000000000001,2.0,4.1,4.7,2,0.25
3,C LM,LUKE G U,2835.0,44.86,0.9129999999999999,2.1,3.95,4.8,1,0.235
3,C LM,LUKE G U,2835.5,45.57,0.727,-1.4,5.8,4.7,1,0.221
3,C LM,LUKE G U,2836.0,48.45,0.642,-5.6,9.0,4.5,1,0.20600000000000002
3,C LM,LUKE G U,2836.5,55.62,0.605,-15.4,18.1,3.9,1,0.191
3,C LM,LUKE G U,2837.0,68.54,0.465,-11.8,22.5,3.4,1,0.17600000000000002
3,C LM,LUKE G U,2837.5,77.15,0.418,-8.0,25.0,2.7,1,0.162
3,C LM,LUKE G U,2838.0,81.46,0.423,-2.4,24.4,2.5,1,0.147
3,C LM,LUKE G U,2838.5,80.74,0.436,1.8,24.7,2.4,1,0.132
3,C LM,LUKE G U,2839.0,83.61,0.5670000000000001,12.2,29.4,2.4,1,0.11800000000000001
3,C LM,LUKE G U,2839.5,84.33,0.642,11.0,28.5,2.4,1,0.10300000000000001
8,C LM,LUKE G U,2840.0,79.48,0.6890000000000001,7.7,26.15,2.5,2,0.07400000000000001
8,C LM,LUKE G U,2840.5,62.88,0.6890000000000001,12.6,23.7,2.7,2,0.059000000000000004
8,C LM,LUKE G U,2841.0,41.04,0.633,13.7,10.65,3.2,2,0.044000000000000004
8,C LM,LUKE G U,2841.5,33.99,0.5670000000000001,3.2,3.9,3.8,2,0.028999999999999998
8,C LM,LUKE G U,2842.0,30.81,0.493,3.0,4.2,4.9,2,0.015
